mse_test,mae_test,mape_test,Model
2.8459700854700856,0.8348717948718004,0.07008778979833728,DT
2.567107765078798,0.8064918847376722,0.06487073583429219,DT10
2.8902304759595765,0.8341600297850355,0.0698494294795633,DT15
2.907847077134114,0.8353988603988659,0.07007469844726565,DT20
2.8459700854700856,0.8348717948718004,0.07008778979833728,DT25
2.8459700854700856,0.8348717948718004,0.07008778979833728,DT30
3.8047930659908307,1.0306166121301465,0.08257214770622934,DT5
2.5360966800775717,0.8229943426943432,0.07136155895245568,RF10
2.305852701320538,0.782670787884956,0.06931203821722172,RF100
2.2929558519989164,0.7812634597295748,0.06974174426643548,RF150
2.2988025224559734,0.7817299972866687,0.06968139727852198,RF200
2.3857215500852753,0.8019907610907614,0.06984537126700834,RF25
2.299203273547854,0.7810929695201962,0.06944818977730786,RF300
2.3415625385577203,0.7898726054809396,0.06969176407029692,RF50
