mse_test,mae_test,mape_test,Model
4.586789709172261,1.3966442953020142,0.04802568474544675,DT
3.8613103355215,1.3198695068828694,0.04503246617160291,DT10
4.319941806720203,1.3730116118035582,0.047161161253291006,DT15
4.467035794183446,1.4031319910514546,0.04849428450152607,DT20
4.586789709172261,1.3966442953020142,0.04802568474544675,DT25
4.586789709172261,1.3966442953020142,0.04802568474544675,DT30
5.873915683590334,1.6074119223330163,0.05740809774090716,DT5
3.4117954840838642,1.2201018429743264,0.04343908925734891,RF10
3.228477178653415,1.189262160434641,0.04272971815467427,RF100
3.278129046961498,1.199909369340574,0.042969753164884106,RF150
3.3035655931670505,1.2021845837328204,0.04306113147978749,RF200
3.290718629930557,1.20112244593587,0.042935183980882065,RF25
3.3065775053903725,1.2024913683818133,0.04307992904262676,RF300
3.2453853189775166,1.1913812932779384,0.0427643146705771,RF50
