mse_test,mae_test,mape_test,Model
7.187248280175108,1.2719199499687306,0.058487605985665304,DT
9.275526650225821,1.5734899450523487,0.0648598314246621,DT10
7.059064635224555,1.2566757097235353,0.05800870140693928,DT15
7.171095336280135,1.27551935032925,0.05891521334945606,DT20
7.173622451532207,1.2724140087554723,0.058873112088757534,DT25
7.10920262664165,1.26635397123202,0.05877597211334062,DT30
46.371837884682975,3.9577241446614573,0.13772226484919936,DT5
45.852605461421206,5.127098968105065,0.2754067024619438,LR
135.3847656772153,7.249520884043281,0.1979103011715401,NN.10
60.22970632265523,4.441159530995114,0.12781500815086627,NN.10.10
49.119720427960466,3.8562665452056564,0.11575462011102382,NN.10.10.5.5
75.78535776578856,5.005550198736901,0.142298514348226,NN.10.5
101.52781537563128,6.035041440972095,0.16621998436765892,NN.20
44.70950433731482,3.6564589680844057,0.10769531701458397,NN.20.10
29.49357592368285,2.7691110248637245,0.08974452095460815,NN.20.10.10.5
24.45785522497721,2.459249171172924,0.08085195760716864,NN.20.10.5
17.22561206626564,1.9306610642111697,0.06546301070340631,NN.20.20.20.20
284.1613989151269,11.284078863011516,0.31430254595852763,NN.5
160.09254987316456,7.646195244953138,0.21837774878971616,NN.5.5
5.580339786672581,1.1327238005896543,0.05158166437265077,RF10
5.408197619515337,1.0979275164537359,0.05028788371263023,RF100
5.334298427255283,1.0929645884828814,0.0501829863111355,RF150
5.342016483416059,1.0949615246880497,0.05026384977354035,RF200
5.612443830093819,1.1200448524375353,0.050968573032775,RF25
5.308345515804635,1.0926557952887235,0.05022095340707038,RF300
5.436463177947092,1.1082079796896867,0.05083371242337614,RF50
45.38381206047106,5.112070823484551,0.2724513011463057,RIDGE
59.5940752173066,5.183436375864658,0.22259006926214045,SVR
