mse_test,mae_test,mape_test,Model
0.06990150093808624,0.09415259537211083,0.014512121082591417,DT
0.06375027637855811,0.0920369519934473,0.014714600427955736,DT10
0.07037422081402912,0.09395291700170043,0.014518649022085347,DT15
0.06944183864915565,0.09296435272045374,0.014350412860084016,DT20
0.06990150093808624,0.09415259537211083,0.014512121082591417,DT25
0.06990150093808624,0.09415259537211083,0.014512121082591417,DT30
0.058620616738633786,0.10291745441317413,0.018353730706195722,DT5
0.19374538056622295,0.3140068011257035,405940518124338.44,LR
9.469050462297252,1.9336908217849356,5937305827800.886,NN.10
15.690328539140594,2.6646366453509844,1914930969958.362,NN.10.10
23.2089513194517,3.3703216994086502,845231983141.9565,NN.10.10.5.5
16.396008404152102,2.7139564034238153,2145376912210.8386,NN.10.5
12.424520013255176,2.264708442365159,12917002675615.938,NN.20
7.668895558931251,1.691275777003246,3743348841507.4526,NN.20.10
16.33567833231231,2.606415980116724,1446604039261.2312,NN.20.10.10.5
11.662168244486901,2.2154343199407482,1029787409218.1107,NN.20.10.5
19.778017962154305,2.9715031980573134,672989961087.7114,NN.20.20.20.20
19.0861602530308,2.97369124713668,1248370027640.1868,NN.5
24.19750174704095,3.432727477657364,1038044853431.0162,NN.5.5
0.049052098103849646,0.08462617260788029,0.01344347076178549,RF10
0.04685338836429559,0.08177680767742014,0.012936330539840633,RF100
0.04706289262577761,0.08200400796132966,0.012968927070210837,RF150
0.04751898715860284,0.0823010419458648,0.013010477297055985,RF200
0.04782962006209938,0.08246267905536236,0.013081820272940671,RF25
0.04756466534196824,0.08223204284424131,0.012996112724274997,RF300
0.047784336269128425,0.08284939843354555,0.013134785846365855,RF50
0.1891546263607904,0.309934076313085,398163233449121.7,RIDGE
0.2717488651473534,0.2404140801536737,79810219191052.8,SVR
