mse_test,mae_test,mape_test,Model
0.6121904315196999,0.25700437773608525,0.14309775993004684,DT
0.44773250126717223,0.22514579875643168,0.13447935995239632,DT10
0.6035186517775966,0.25612855171829635,0.14479152594602127,DT15
0.6122573066499896,0.2574671669793623,0.14352747027467574,DT20
0.6120747342088806,0.2571294559099439,0.14323162546617774,DT25
0.6121904315196999,0.25700437773608525,0.14309775993004684,DT30
0.3079345329601975,0.27454449109307394,0.23902529086402793,DT5
0.4875965981546084,0.5286380159474671,0.49502840898927225,LR
0.874469280119274,0.45904259309126033,0.14993311504650578,NN.10
0.5733617020447458,0.3131580820273354,0.124260116365989,NN.10.10
0.4698278742808623,0.25512460124090064,0.1140256917663307,NN.10.10.5.5
0.658362372849,0.348493871998608,0.12817912967533082,NN.10.5
0.7711331745431695,0.40551717176409047,0.1381445623962682,NN.20
0.4175064757583305,0.23327457694857476,0.11241672204532462,NN.20.10
0.40777112761454,0.2183136352538839,0.10366925879926747,NN.20.10.10.5
0.413025622109871,0.2173169810094261,0.1014094751733529,NN.20.10.5
0.4112111053221974,0.21768664480783997,0.10151291975167635,NN.20.20.20.20
1.5264021731180621,0.656768257784575,0.2136579096139973,NN.5
0.808304785450053,0.41244339038425126,0.15311705427643832,NN.5.5
0.454893102898513,0.2324701375859913,0.13254017156102463,RF10
0.4434907747877439,0.232883591431153,0.1318244940143157,RF100
0.4435254103163373,0.23261802598184775,0.13136680833818504,RF150
0.4438946921237767,0.2328514474572405,0.13155450222116036,RF200
0.44628875330342516,0.2320844188331995,0.13178748898891693,RF25
0.443296195293795,0.23282445667100107,0.13148485739195312,RF300
0.4468781241385666,0.2336439307305164,0.13205190363576094,RF50
0.4873155817952172,0.5310110730468323,0.490471854837139,RIDGE
0.6900608090656788,0.3727423601331063,0.31607050957194266,SVR
