mse_test,mae_test,mape_test,Model
0.07469742063492053,0.1052579365079402,0.01615822795724105,DT
0.07534453538359778,0.10694444444444812,0.016600523067493458,DT10
0.07469742063492053,0.1052579365079402,0.01615822795724105,DT15
0.07469742063492053,0.1052579365079402,0.01615822795724105,DT20
0.07469742063492053,0.1052579365079402,0.01615822795724105,DT25
0.07469742063492053,0.1052579365079402,0.01615822795724105,DT30
0.037319343030286715,0.08670465899119804,0.014878540507752327,DT5
0.04491876608110177,0.08436947278911683,0.013622593828011067,RF10
0.04650647112990691,0.08662049792139496,0.013827497480657494,RF100
0.0460800637842445,0.08658907470396195,0.013842732225292732,RF150
0.04570711684977772,0.08629708049887337,0.013804087101689492,RF200
0.045881562934528115,0.08510427059712926,0.013633812989775842,RF25
0.045622620461991385,0.08615575003149656,0.0137720330379169,RF300
0.04623109179529722,0.08577548185941024,0.013671065670815412,RF50
