mse_test,mae_test,mape_test,Model
533100.1859803923,164.616768086545,0.19409571869420808,DT
319457.07095890935,184.4312940071545,0.5307567462912474,DT10
406496.51597390533,154.79888433177283,0.18816802596351626,DT15
413322.79662477673,156.00845616407483,0.18305690621078577,DT20
533100.1859803923,164.616768086545,0.19409571869420808,DT25
533100.1859803923,164.616768086545,0.19409571869420808,DT30
2044556.2348091889,623.5031511816985,5.275623232652313,DT5
657450.773986241,200.17042927975794,0.21498043678703607,RF10
623272.6087606736,190.94295312308847,0.21768185647546986,RF100
588165.7533213318,188.60084819572808,0.21800671248912076,RF150
616441.9457403229,189.28364664844875,0.21624870591651177,RF200
547725.963412857,190.3897360121059,0.22578933367825918,RF25
589192.0348068553,187.95596264805226,0.2155330588240465,RF300
669056.2914062002,196.08427711774365,0.21526176566841906,RF50
