mse_test,mae_test,mape_test,Model
45.18367063492064,1.7744047619047618,0.07477754841096124,DT
46.50049768518519,1.8669642857142854,0.08061544036898012,DT10
45.18367063492064,1.7744047619047618,0.07477754841096124,DT15
45.18367063492064,1.7744047619047618,0.07477754841096124,DT20
45.18367063492064,1.7744047619047618,0.07477754841096124,DT25
45.18367063492064,1.7744047619047618,0.07477754841096124,DT30
33.9650026480925,1.7087274579606515,237570837486158.0,DT5
18.87337222222222,1.3054761904761905,307567260266056.56,RF10
19.794062684523787,1.2897202380952375,266248520827641.47,RF100
19.663050296296287,1.2910555555555547,262811249683471.16,RF150
19.48855509821432,1.2708591269841267,263138892513504.84,RF200
20.2644355873016,1.3604682539682542,290410690257026.06,RF25
19.394811006393354,1.256778439153439,259814807074255.28,RF300
20.41797481746031,1.3406150793650793,266034063702528.6,RF50
