mse_test,mae_test,mape_test,Model
50.10914807302231,2.1446923597025016,0.029860785129757095,DT
44.53704439280051,2.0876239349208494,0.029564579117992595,DT10
50.19556200527607,2.1523371258305994,0.02995864479449041,DT15
50.13709758240035,2.1513348787790973,0.02998940420114181,DT20
50.6247954699121,2.1552738336713992,0.03001587197050107,DT25
50.10914807302231,2.1446923597025016,0.029860785129757095,DT30
26.913859313475058,2.860754789292216,0.04844204957753263,DT5
35.194139941990976,1.8254692520686435,0.02558504472320589,RF10
34.83153784831652,1.8329555751419375,0.02543528956300731,RF100
35.00981725667703,1.8388828765617546,0.02551763174008688,RF150
34.956084577364585,1.8378176610595498,0.025494930831283263,RF200
34.551310675971784,1.8279366302842963,0.02546597223905035,RF25
34.816408245192996,1.8312168852795885,0.025398876400536896,RF300
34.21846434707721,1.8204755728344975,0.025345416581109836,RF50
